manifest_id,name
ark:/81055/vdc_100022588857.0x000002,Covent Garden Theatre 1753-1779
ark:/81055/vdc_100022588873.0x000002,Covent Garden Theatre 1753-1779
ark:/81055/vdc_100022588789.0x000002,Covent Garden Theatre 1779-1781
ark:/81055/vdc_100022588775.0x000002,Covent Garden Theatre 1781-1783
ark:/81055/vdc_100022588781.0x000002,Covent Garden Theatre 1783-1785
ark:/81055/vdc_100022588787.0x000002,Covent Garden Theatre 1785-1787
ark:/81055/vdc_100022588825.0x000002,Covent Garden Theatre 1787-1789
ark:/81055/vdc_100022588823.0x000002,Covent Garden Theatre 1789-1791
ark:/81055/vdc_100022588805.0x000002,Covent Garden Theatre 1791-1793
ark:/81055/vdc_100022588799.0x000002,Covent Garden Theatre 1793-1796
ark:/81055/vdc_100022588821.0x000002,Covent Garden Theatre 1796-1798
ark:/81055/vdc_100022588795.0x000002,Covent Garden Theatre 1798-1800
ark:/81055/vdc_100022588801.0x000002,Covent Garden Theatre 1800-1802
ark:/81055/vdc_100022589292.0x000002,Covent Garden Theatre 1802-1804
ark:/81055/vdc_100022588827.0x000002,Covent Garden Theatre 1804-1806
ark:/81055/vdc_100022588793.0x000002,Covent Garden Theatre 1806-1808
ark:/81055/vdc_100022588855.0x000002,Covent Garden Theatre 1809-1811
ark:/81055/vdc_100022588869.0x000002,Covent Garden Theatre 1809-1811
ark:/81055/vdc_100022588803.0x000002,Covent Garden Theatre 1812-1814
ark:/81055/vdc_100022588811.0x000002,Covent Garden Theatre 1815-1816
ark:/81055/vdc_100022588791.0x000002,Covent Garden Theatre 1817-1818
ark:/81055/vdc_100022588797.0x000002,Covent Garden Theatre 1817-1825
ark:/81055/vdc_100022588807.0x000002,Covent Garden Theatre 1819-1820
ark:/81055/vdc_100022588859.0x000002,Covent Garden Theatre 1821-1822
ark:/81055/vdc_100022588889.0x000002,Covent Garden Theatre 1823-1824
ark:/81055/vdc_100022588883.0x000002,Covent Garden Theatre 1825-1826
ark:/81055/vdc_100022588879.0x000002,Covent Garden Theatre 1826-1830
ark:/81055/vdc_100022588881.0x000002,Covent Garden Theatre 1826-1830
ark:/81055/vdc_100022588891.0x000002,Covent Garden Theatre 1827-1831
ark:/81055/vdc_100022588885.0x000002,Covent Garden Theatre 1829-1831
ark:/81055/vdc_100022588887.0x000002,Covent Garden Theatre 1829-1831
ark:/81055/vdc_100022588893.0x000002,Covent Garden Theatre 1831-1832
ark:/81055/vdc_100022588897.0x000002,Covent Garden Theatre 1831-1832
ark:/81055/vdc_100022588901.0x000002,Covent Garden Theatre 1832-1833
ark:/81055/vdc_100022589010.0x000002,Covent Garden Theatre 1834-1835
ark:/81055/vdc_100022588895.0x000002,Covent Garden Theatre 1834-1836
ark:/81055/vdc_100022588899.0x000002,Covent Garden Theatre 1834-1836
ark:/81055/vdc_100022588929.0x000002,Covent Garden Theatre 1840-1841
ark:/81055/vdc_100022588745.0x000002,Drury Lane Theatre 1754-1813
ark:/81055/vdc_100022588737.0x000002,Drury Lane Theatre 1763-1764
ark:/81055/vdc_100022588691.0x000002,Drury Lane Theatre 1780-1785
ark:/81055/vdc_100022588693.0x000002,Drury Lane Theatre 1785-1787
ark:/81055/vdc_100022588689.0x000002,Drury Lane Theatre 1787-1794
ark:/81055/vdc_100022588695.0x000002,Drury Lane Theatre 1794-1795
ark:/81055/vdc_100022588703.0x000002,Drury Lane Theatre 1795-1797
ark:/81055/vdc_100022588699.0x000002,Drury Lane Theatre 1797-1799
ark:/81055/vdc_100022588701.0x000002,Drury Lane Theatre 1800-1802
ark:/81055/vdc_100022588697.0x000002,Drury Lane Theatre 1802-1804
ark:/81055/vdc_100022588705.0x000002,Drury Lane Theatre 1804-1806
ark:/81055/vdc_100022588707.0x000002,Drury Lane Theatre 1806-1809
ark:/81055/vdc_100022588711.0x000002,Drury Lane Theatre 1809-1812
ark:/81055/vdc_100022588829.0x000002,Drury Lane Theatre 1813-1815
ark:/81055/vdc_100022588841.0x000002,Drury Lane Theatre 1813-1815
ark:/81055/vdc_100022588845.0x000002,Drury Lane Theatre 1814-1815
ark:/81055/vdc_100022588851.0x000002,Drury Lane Theatre 1814-1815
ark:/81055/vdc_100022588749.0x000002,Drury Lane Theatre 1814-1816
ark:/81055/vdc_100022588769.0x000002,Drury Lane Theatre 1815-1817
ark:/81055/vdc_100022588761.0x000002,Drury Lane Theatre 1816-1817
ark:/81055/vdc_100022588759.0x000002,Drury Lane Theatre 1816-1818
ark:/81055/vdc_100022588713.0x000002,Drury Lane Theatre 1817-1819
ark:/81055/vdc_100022588837.0x000002,Drury Lane Theatre 1818-1820
ark:/81055/vdc_100022588843.0x000002,Drury Lane Theatre 1818-1820
ark:/81055/vdc_100022588743.0x000002,Drury Lane Theatre 1818-1821
ark:/81055/vdc_100022588767.0x000002,Drury Lane Theatre 1819-1820
ark:/81055/vdc_100022588717.0x000002,Drury Lane Theatre 1820-1821
ark:/81055/vdc_100022588715.0x000002,Drury Lane Theatre 1821-1822
ark:/81055/vdc_100022588809.0x000002,Drury Lane Theatre 1821-1822
ark:/81055/vdc_100022588779.0x000002,Drury Lane Theatre 1821-1825
ark:/81055/vdc_100022588723.0x000002,Drury Lane Theatre 1822-1823
ark:/81055/vdc_100022588753.0x000002,Drury Lane Theatre 1822-1823
ark:/81055/vdc_100022588725.0x000002,Drury Lane Theatre 1823-1824
ark:/81055/vdc_100022588785.0x000002,Drury Lane Theatre 1823-1824
ark:/81055/vdc_100022588739.0x000002,Drury Lane Theatre 1824-1825
ark:/81055/vdc_100022588721.0x000002,Drury Lane Theatre 1824-1826
ark:/81055/vdc_100022588747.0x000002,Drury Lane Theatre 1825-1826
ark:/81055/vdc_100022588839.0x000002,Drury Lane Theatre 1825-1827
ark:/81055/vdc_100022588849.0x000002,Drury Lane Theatre 1825-1827
ark:/81055/vdc_100022588755.0x000002,Drury Lane Theatre 1826-1827
ark:/81055/vdc_100022588833.0x000002,Drury Lane Theatre 1826-1829
ark:/81055/vdc_100022588835.0x000002,Drury Lane Theatre 1826-1829
ark:/81055/vdc_100022588871.0x000002,Drury Lane Theatre 1826-1829
ark:/81055/vdc_100022588875.0x000002,Drury Lane Theatre 1826-1829
ark:/81055/vdc_100022588741.0x000002,Drury Lane Theatre 1827-1828
ark:/81055/vdc_100022588751.0x000002,Drury Lane Theatre 1828-1829
ark:/81055/vdc_100022588813.0x000002,Drury Lane Theatre 1828-1829
ark:/81055/vdc_100022588757.0x000002,Drury Lane Theatre 1829-1830
ark:/81055/vdc_100022588847.0x000002,Drury Lane Theatre 1829-1832
ark:/81055/vdc_100022589306.0x000002,Drury Lane Theatre 1829-1832
ark:/81055/vdc_100022588765.0x000002,Drury Lane Theatre 1830-1831
ark:/81055/vdc_100022588783.0x000002,Drury Lane Theatre 1830-1831
ark:/81055/vdc_100022588853.0x000002,Drury Lane Theatre 1830-1832
ark:/81055/vdc_100022588863.0x000002,Drury Lane Theatre 1830-1832
ark:/81055/vdc_100022588719.0x000002,Drury Lane Theatre 1832-1834
ark:/81055/vdc_100022588861.0x000002,Drury Lane Theatre 1832-1834
ark:/81055/vdc_100022588877.0x000002,Drury Lane Theatre 1832-1834
ark:/81055/vdc_100022588865.0x000002,Drury Lane Theatre 1833-1835
ark:/81055/vdc_100022588867.0x000002,Drury Lane Theatre 1833-1835
ark:/81055/vdc_100022588727.0x000002,Drury Lane Theatre 1834-1836
ark:/81055/vdc_100022588763.0x000002,Drury Lane Theatre 1835-1836
ark:/81055/vdc_100022588831.0x000002,Drury Lane Theatre 1836-1838
ark:/81055/vdc_100022589308.0x000002,Drury Lane Theatre 1836-1838
ark:/81055/vdc_100022588771.0x000002,Drury Lane Theatre 1838-1840
ark:/81055/vdc_100022588773.0x000002,Drury Lane Theatre 1840-1841
ark:/81055/vdc_100022588817.0x000002,Drury Lane Theatre 1842-1843
ark:/81055/vdc_100022588731.0x000002,Drury Lane Theatre 1843-1844
ark:/81055/vdc_100022588947.0x000002,Drury Lane Theatre 1843-1844
ark:/81055/vdc_100022588943.0x000002,Drury Lane Theatre 1844-1845
ark:/81055/vdc_100022588819.0x000002,Drury Lane Theatre 1849-1850
ark:/81055/vdc_100022588777.0x000002,Drury Lane Theatre 1854
ark:/81055/vdc_100022588815.0x000002,Drury Lane Theatre 1854-1855
ark:/81055/vdc_100022588729.0x000002,Drury Lane Theatre 1855-1856
ark:/81055/vdc_100022588733.0x000002,Drury Lane Theatre 1857-1859
ark:/81055/vdc_100022588735.0x000002,Drury Lane Theatre 1859-1861
ark:/81055/vdc_100022588709.0x000002,Drury Lane Theatre and Lyceum Theatre 1811-1813
ark:/81055/vdc_100022588923.0x000002,Haymarket Theatre 1777-1780
ark:/81055/vdc_100022588911.0x000002,Haymarket Theatre 1781-1783
ark:/81055/vdc_100022588921.0x000002,Haymarket Theatre 1784-1786
ark:/81055/vdc_100022588915.0x000002,Haymarket Theatre 1787-1792
ark:/81055/vdc_100022588917.0x000002,Haymarket Theatre 1793-1794
ark:/81055/vdc_100022588905.0x000002,Haymarket Theatre 1794-1797
ark:/81055/vdc_100022588909.0x000002,Haymarket Theatre 1798-1802
ark:/81055/vdc_100022588913.0x000002,Haymarket Theatre 1803-1808
ark:/81055/vdc_100022589146.0x000002,Haymarket Theatre 1805-1830
ark:/81055/vdc_100022588919.0x000002,Haymarket Theatre 1809-1815
ark:/81055/vdc_100022588907.0x000002,Haymarket Theatre 1816-1822
ark:/81055/vdc_100022588903.0x000002,Haymarket Theatre 1817-1824
ark:/81055/vdc_100022589008.0x000002,Haymarket Theatre 1817-1824
ark:/81055/vdc_100022588933.0x000002,Haymarket Theatre 1823-1826
ark:/81055/vdc_100022588939.0x000002,Haymarket Theatre 1823-1826
ark:/81055/vdc_100022588925.0x000002,Haymarket Theatre 1827-1829
ark:/81055/vdc_100022588927.0x000002,Haymarket Theatre 1827-1829
ark:/81055/vdc_100022588931.0x000002,Haymarket Theatre 1831-1836
ark:/81055/vdc_100022588937.0x000002,Haymarket Theatre 1831-1836
ark:/81055/vdc_100022588935.0x000002,Haymarket Theatre 1832-1836
ark:/81055/vdc_100022588941.0x000002,Haymarket Theatre 1832-1836
ark:/81055/vdc_100022588949.0x000002,Haymarket Theatre 1837-1839
ark:/81055/vdc_100022588951.0x000002,Haymarket Theatre 1837-1839
ark:/81055/vdc_100022588959.0x000002,Haymarket Theatre 1837-1839
ark:/81055/vdc_100022588963.0x000002,Haymarket Theatre 1837-1839
ark:/81055/vdc_100022588953.0x000002,Haymarket Theatre 1840-1841
ark:/81055/vdc_100022588955.0x000002,Haymarket Theatre 1840-1841
ark:/81055/vdc_100022588957.0x000002,Haymarket Theatre 1840-1841
ark:/81055/vdc_100022589294.0x000002,Haymarket Theatre 1840-1841
ark:/81055/vdc_100022588945.0x000002,Haymarket Theatre 1842-1843
ark:/81055/vdc_100022588961.0x000002,Haymarket Theatre 1842-1843
ark:/81055/vdc_100022588971.0x000002,Haymarket Theatre 1844-1845
ark:/81055/vdc_100022588975.0x000002,Haymarket Theatre 1844-1845
ark:/81055/vdc_100022588979.0x000002,Haymarket Theatre 1844-1845
ark:/81055/vdc_100022589006.0x000002,Haymarket Theatre 1844-1845
ark:/81055/vdc_100022588967.0x000002,Haymarket Theatre 1846-1847
ark:/81055/vdc_100022588973.0x000002,Haymarket Theatre 1846-1847
ark:/81055/vdc_100022588965.0x000002,Haymarket Theatre 1848-1849
ark:/81055/vdc_100022588977.0x000002,Haymarket Theatre 1848-1849
ark:/81055/vdc_100022588969.0x000002,Haymarket Theatre 1854-1868
ark:/81055/vdc_100022588981.0x000002,Haymarket Theatre 1854-1868
ark:/81055/vdc_100022588983.0x000002,Haymarket Theatre 1854-1868
ark:/81055/vdc_100022589296.0x000002,Lyceum Theatre 1809-1821
ark:/81055/vdc_100022589152.0x000002,Lyceum Theatre 1822-1826
ark:/81055/vdc_100022588985.0x000002,Lyceum Theatre 1836-1840
ark:/81055/vdc_100022588989.0x000002,Lyceum Theatre 1836-1840
ark:/81055/vdc_100022588991.0x000002,Lyceum Theatre 1848-1849
ark:/81055/vdc_100022588995.0x000002,Lyceum Theatre 1848-1849
ark:/81055/vdc_100022588987.0x000002,Lyceum Theatre 1850-1851
ark:/81055/vdc_100022589003.0x000002,Lyceum Theatre 1850-1851
ark:/81055/vdc_100022589038.0x000002,Miscellaneous Birmingham theatres 1774-1800
ark:/81055/vdc_100022589046.0x000002,Miscellaneous Birmingham theatres 1801-1805
ark:/81055/vdc_100022589050.0x000002,Miscellaneous Birmingham theatres 1801-1805
ark:/81055/vdc_100022589068.0x000002,Miscellaneous Edinburgh theatres 1840-1846.
ark:/81055/vdc_100022589178.0x000002,Miscellaneous Hull theatres 1820-1828.
ark:/81055/vdc_100022589012.0x000002,Miscellaneous London theatres 1807-1857.
ark:/81055/vdc_100022589017.0x000002,Miscellaneous London theatres 1807-1857.
ark:/81055/vdc_100022589094.0x000002,Miscellaneous Newcastle-upon-Tyne theatres 1791-1855
ark:/81055/vdc_100022589304.0x000002,Miscellaneous Newcastle-upon-Tyne theatres 1791-1855
ark:/81055/vdc_100022589154.0x000002,Miscellaneous Nottingham theatres 1806-1831
ark:/81055/vdc_100022589092.0x000002,Miscellaneous Plymouth theatres 1796-1882
ark:/81055/vdc_100022589096.0x000002,Miscellaneous Plymouth theatres 1796-1882
ark:/81055/vdc_100022589114.0x000002,Miscellaneous theatres: Chideock - Deptford 1790-1853
ark:/81055/vdc_100022589120.0x000002,Miscellaneous theatres: Chideock - Deptford 1790-1853
ark:/81055/vdc_100022589104.0x000002,Miscellaneous theatres: Derby - Drogheda 1792-1852
ark:/81055/vdc_100022589112.0x000002,Miscellaneous theatres: Derby - Drogheda 1792-1852
ark:/81055/vdc_100022589102.0x000002,Miscellaneous theatres: Huddersfield - Ledbury 1783-1864
ark:/81055/vdc_100022589128.0x000002,Miscellaneous theatres: Huddersfield - Ledbury 1783-1864
ark:/81055/vdc_100022589132.0x000002,Miscellaneous theatres: Nottingham - Oswestry 1755-1848
ark:/81055/vdc_100022589134.0x000002,Miscellaneous theatres: Nottingham - Oswestry 1755-1848
ark:/81055/vdc_100022589116.0x000002,Miscellaneous theatres: Pittenweem - Sandwich 1777-1855
ark:/81055/vdc_100022589118.0x000002,Miscellaneous theatres: Pittenweem - Sandwich 1777-1855
ark:/81055/vdc_100022589110.0x000002,Miscellaneous theatres: Shepton Mallet - Shrewsbury 1791-1847
ark:/81055/vdc_100022589106.0x000002,Miscellaneous theatres: Skipton - Stirling 1797-1848
ark:/81055/vdc_100022589108.0x000002,Miscellaneous theatres: Stroud - Tullamore 1788-1848
ark:/81055/vdc_100022589122.0x000002,Miscellaneous theatres: Stroud - Tullamore 1788-1848
ark:/81055/vdc_100022589124.0x000002,Miscellaneous theatres: Waterford - Winchester 1787-1852
ark:/81055/vdc_100022589290.0x000002,Miscellaneous Tyneside and London theatres 1821-1836
ark:/81055/vdc_100022589174.0x000002,Miscellaneous Tyneside theatres 1816-1827
ark:/81055/vdc_100022589100.0x000002,Miscellaneous Wolverhampton theatres 1794-1819
ark:/81055/vdc_100022589136.0x000002,"New Theatre Royal, Hull 1810-1811"
ark:/81055/vdc_100022589022.0x000002,Old Vic Theatre 1824-1833
ark:/81055/vdc_100022589015.0x000002,Old Vic Theatre 1834-1840
ark:/81055/vdc_100022589176.0x000002,Olympic Theatre 1815-1831
ark:/81055/vdc_100022589148.0x000002,Olympic Theatre 1832-1834
ark:/81055/vdc_100022588997.0x000002,Princess's Theatre 1840-1844
ark:/81055/vdc_100022589001.0x000002,Princess's Theatre 1840-1844
ark:/81055/vdc_100022588993.0x000002,Princess's Theatre 1856-1860
ark:/81055/vdc_100022588999.0x000002,Princess's Theatre 1856-1860
ark:/81055/vdc_100022589288.0x000002,St. James Theatre 1835-1838
ark:/81055/vdc_100022589024.0x000002,"Theatre Royal, Bath 1812-1818"
ark:/81055/vdc_100022589030.0x000002,"Theatre Royal, Bath 1812-1818"
ark:/81055/vdc_100022589026.0x000002,"Theatre Royal, Bath 1824-1830"
ark:/81055/vdc_100022589032.0x000002,"Theatre Royal, Bath 1824-1830"
ark:/81055/vdc_100022589034.0x000002,"Theatre Royal, Bath 1831-1840"
ark:/81055/vdc_100022589042.0x000002,"Theatre Royal, Bath 1831-1840"
ark:/81055/vdc_100022589028.0x000002,"Theatre Royal, Bath 1834-1840"
ark:/81055/vdc_100022589048.0x000002,"Theatre Royal, Bath 1834-1840"
ark:/81055/vdc_100022589036.0x000002,"Theatre Royal, Bath 1841-1851"
ark:/81055/vdc_100022589040.0x000002,"Theatre Royal, Bath 1841-1851"
ark:/81055/vdc_100022589058.0x000002,"Theatre Royal, Birmingham 1806-1809"
ark:/81055/vdc_100022589056.0x000002,"Theatre Royal, Birmingham 1810-1812"
ark:/81055/vdc_100022589062.0x000002,"Theatre Royal, Birmingham 1810-1812"
ark:/81055/vdc_100022589052.0x000002,"Theatre Royal, Birmingham 1813-1815"
ark:/81055/vdc_100022589054.0x000002,"Theatre Royal, Birmingham 1813-1815"
ark:/81055/vdc_100022589064.0x000002,"Theatre Royal, Birmingham 1831-1835"
ark:/81055/vdc_100022589238.0x000002,"Theatre Royal, Birmingham 1831-1835"
ark:/81055/vdc_100022589044.0x000002,"Theatre Royal, Bristol 1819-1823"
ark:/81055/vdc_100022589060.0x000002,"Theatre Royal, Bristol 1819-1823"
ark:/81055/vdc_100022589088.0x000002,"Theatre Royal, Dublin 1825-1829"
ark:/81055/vdc_100022589298.0x000002,"Theatre Royal, Dublin 1825-1829"
ark:/81055/vdc_100022589066.0x000002,"Theatre Royal, Dublin 1830-1839"
ark:/81055/vdc_100022589074.0x000002,"Theatre Royal, Dublin 1830-1839"
ark:/81055/vdc_100022589180.0x000002,"Theatre Royal, Edinburgh and Theatre Royal, Perth 1825"
ark:/81055/vdc_100022589150.0x000002,"Theatre Royal, Hull 1801-1807"
ark:/81055/vdc_100022589156.0x000002,"Theatre Royal, Hull 1807-1814"
ark:/81055/vdc_100022589140.0x000002,"Theatre Royal, Hull 1815-1816"
ark:/81055/vdc_100022589142.0x000002,"Theatre Royal, Hull 1816-1817"
ark:/81055/vdc_100022589144.0x000002,"Theatre Royal, Hull 1818-1819"
ark:/81055/vdc_100022589172.0x000002,"Theatre Royal, Hull 1821-1822"
ark:/81055/vdc_100022589170.0x000002,"Theatre Royal, Hull 1822-1823"
ark:/81055/vdc_100022589168.0x000002,"Theatre Royal, Hull 1825-1826"
ark:/81055/vdc_100022589162.0x000002,"Theatre Royal, Hull 1826-1827"
ark:/81055/vdc_100022589160.0x000002,"Theatre Royal, Hull 1827-1830"
ark:/81055/vdc_100022589070.0x000002,"Theatre Royal, Liverpool 1773-1781"
ark:/81055/vdc_100022589072.0x000002,"Theatre Royal, Liverpool 1773-1781"
ark:/81055/vdc_100022589080.0x000002,"Theatre Royal, Liverpool 1820-1822"
ark:/81055/vdc_100022589086.0x000002,"Theatre Royal, Liverpool 1820-1822"
ark:/81055/vdc_100022589076.0x000002,"Theatre Royal, Liverpool 1823-1825"
ark:/81055/vdc_100022589078.0x000002,"Theatre Royal, Liverpool 1823-1825"
ark:/81055/vdc_100022589082.0x000002,"Theatre Royal, Manchester 1793-1808"
ark:/81055/vdc_100022589084.0x000002,"Theatre Royal, Manchester 1793-1808"
ark:/81055/vdc_100022589158.0x000002,"Theatre Royal, Margate 1796-1797"
ark:/81055/vdc_100022589090.0x000002,"Theatre Royal, Stafford 1796-1835"
ark:/81055/vdc_100022589098.0x000002,"Theatre Royal, Stafford 1796-1835"
ark:/81055/vdc_100022589194.0x000002,"Theatre Royal, York 1782-1849"
ark:/81055/vdc_100022589196.0x000002,"Theatre Royal, York 1782-1849"
ark:/81055/vdc_100022589126.0x000002,"Theatre, Drayton 1795-1844"
ark:/81055/vdc_100022589130.0x000002,"Theatre, Drayton 1795-1844"
ark:/81055/vdc_100022589138.0x000002,"Theatre, King's Lynn 1764-1772"
ark:/81055/vdc_100022589166.0x000002,"Theatre, Portsmouth 1781-1782"
ark:/81055/vdc_100022589164.0x000002,"Theatre, Scarborough 1784-1846"
ark:/81055/vdc_100022589182.0x000002,Windsor Castle 1849-1861 (Royal Entertainment)
